Attribute,Description,Valid Values,DependsOn,Properties,Required,Parent,DependsOn Component,Source,Validation Rules,columnType,module
DNBSEQ,BGI DNBseq,,,,,platform,,https://www.bgi.com/us/dnbseq-ngs-technology/,,string,experimentalData
GAIIx,Illumina GAIIx,,,,,platform,,https://support.illumina.com/content/dam/illumina-marketing/documents/products/datasheets/datasheet_genome_analyzeriix.pdf,,string,experimentalData
HiSeq1000,Illumina HiSeq 1000,,,,,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL15433,,string,experimentalData
HiSeq2000,Illumina HiSeq 2000,,,,,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL11154,,string,experimentalData
HiSeq2500,Illumina HiSeq 2500,,,,,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL16791,,string,experimentalData
HiSeq3000,Illumina HiSeq 3000,,,,,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL21290,,string,experimentalData
HiSeq4000,Illumina HiSeq 4000,,,,,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL20301,,string,experimentalData
HiSeqX,Illumina HiSeq X Platform for whole-genome sequencing,,,,,platform,,https://www.illumina.com/systems/sequencing-platforms/hiseq-x.html,,string,experimentalData
Illumina MouseWG-6 v2.0 expression beadchip,Whole-genome expression profiling in the mouse,,,,,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL6887,,string,experimentalData
Illumina NovaSeq 6000,High-throughput sequencing,,,,,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL24676,,string,experimentalData
Illumina_1M,Illumina 1M,,,,,platform,,Sage Bionetworks,,string,experimentalData
Illumina_h650,Illumina H650,,,,,platform,,Sage Bionetworks,,string,experimentalData
Illumina_HumanOmni1-Quadv1.0,Illumina HumanOmni1 Quad v1.0,,,,,platform,,Sage Bionetworks,,string,experimentalData
Illumina_Infinium-HumanMethylation450-BeadChip,Illumina Infinium HumanMethylation450 Bead Chip,,,,,platform,,https://www.illumina.com/content/dam/illumina-marketing/documents/products/datasheets/datasheet_humanmethylation450.pdf,,string,experimentalData
Illumina_Omni2.5-8,"A kit featuring 8-sample arrays with high throughput and optimized tag SNP content, including full support of copy number variation applications, designed to be highly customizable and maximally informative for studying diverse world populations.",,,,,platform,,https://www.illumina.com/products/by-type/microarray-kits/infinium-omni25-8.html,,string,experimentalData
Illumina_Omni2.5-8_v1.1,Illumina Omni2.5-8_v1.1,,,,,platform,,Sage Bionetworks,,string,experimentalData
Illumina_Omni2.5-8_v1.3,Illumina Omni2.5-8_v1.3,,,,,platform,,Sage Bionetworks,,string,experimentalData
Illumina_Omni2pt5M,Illumina Omni2.5,,,,,platform,,Sage Bionetworks,,string,experimentalData
Illumina_Omni5-Quad,Illumina Omni5-Quad,,,,,platform,,Sage Bionetworks,,string,experimentalData
Illumina_Omni5M,Illumina Omni5,,,,,platform,,Sage Bionetworks,,string,experimentalData
IlluminaHumanHap300,Illumina Hap300,,,,,platform,,Sage Bionetworks,,string,experimentalData
IlluminaHumanHap650Yv3_A,Illumina Hap650Yv3_A,,,,,platform,,Sage Bionetworks,,string,experimentalData
IlluminaHumanHT-12_V3_0_R1,Illumina HT-12 V3,,,,,platform,,Sage Bionetworks,,string,experimentalData
IlluminaHumanMethylation450,Illumina HumanMethylation450 BeadChip ,,,,,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL13534,,string,experimentalData
IlluminaInfiniumGSAMD-24v2-0,Illumina Infinium General Screening Array 24-Kit v2.0,,,,,platform,,https://www.illumina.com/products/by-type/microarray-kits/infinium-global-screening.html,,string,experimentalData
IlluminaMethylationEPIC,"An Illumina methylation BeadChip array that interrogates 850,000 methylation sites per sample at single-nucleotide resolution.",,,,,platform,,http://purl.obolibrary.org/obo/OBI_0002131,,string,experimentalData
IlluminaMiSeq,"A DNA sequencer which is manufactured by the Illumina corporation. Built upon sequencing by synthesis technology, the machine provides an end-to-end solution (cluster generation, amplification, sequencing, and data analysis) in a single machine.",,,,,platform,,http://purl.obolibrary.org/obo/OBI_0002003,,string,experimentalData
IlluminaNovaseq6000,"Illumina Novaseq 6000, high-throughput sequencing",,,,,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL27644.,,string,experimentalData
IlluminaWholeGenomeDASL,Illumina Human Whole-Genome DASL HT,,,,,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL13369,,string,experimentalData
Infinium Global Diversity Array-8,Illumina 8-sample BeadChip microarray kit. built on a high-density single nucleotide polymorphism (SNP) global backbone optimized for cross-population imputation coverage of the genome.,,,,,platform,,https://www.illumina.com/products/by-type/microarray-kits/infinium-global-diversity.html,,string,experimentalData
Infinium HumanOmniExpressExome,Infinium HumanOmniExpressExome BeadChip,,,,,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL18224,,string,experimentalData
Infinium Omni2.5Exome-8 v1.1,Infinium Omni2.5Exome-8 v1.1,,,,,platform,,Sage Bionetworks,,string,experimentalData
Infinium Omni2.5Exome-8 v1.3,Infinium Omni2.5Exome-8 v1.3,,,,,platform,,https://support.illumina.com/downloads/infinium-omni25exome-8-v1-3-product-files.html,,string,experimentalData
Infinium Omni2.5Exome-8 v1.4,Infinium Omni2.5Exome-8 v1.4,,,,,platform,,https://support.illumina.com/downloads/infinium-omni25exome-8-v1-4-product-files.html,,string,experimentalData
Infinium Omni2.5Exome-8 v1.5,Infinium Omni2.5Exome-8 v1.5,,,,,platform,,https://support.illumina.com/downloads/infinium-omni25exome-8-v1-5-support-files.html,,string,experimentalData
InfiniumPsychArrayBeadChip,Illumina array developed for large-scale genetic studies focused on psychiatricpredisposition and risk ,,,,,platform,,https://www.illumina.com/content/dam/illumina-marketing/documents/products/datasheets/datasheet-infinium-psych-array.pdf,,string,experimentalData
Leco Pegasus IV,Gas Chromatography Mass Spectrometers,,,,,platform,,https://www.leco.com/pegasus,,string,experimentalData
llumina Infinium General Screening Array 24-Kit v3.0,Illumina Infinium General Screening Array 24-Kit v3.0,,,,,platform,,https://www.illumina.com/products/by-type/microarray-kits/infinium-global-screening.html,,string,experimentalData
LTQOrbitrapXL,LTQ Orbitrap XL Hybrid Ion Trap-Orbitrap Mass Spectrometer,,,,,platform,,https://www.thermofisher.com/order/catalog/product/IQLAAEGAAPFADBMAOK,,string,experimentalData
MiSeq,Illumina MiSeq,,,,,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL15520,,string,experimentalData
NanostringnCounter,Nanostring nCounter,,,,,platform,,Sage Bionetworks,,string,experimentalData
NanostringnCounter_MouseADPanel,770 standardized genes covering 30 clinically derived AD-associated modules discovered in the AMP-AD consortium study of human brain tissue.,,,,,platform,,https://www.nanostring.com/products/gene-expression-panels/gene-expression-panels-overview/ncounter-ad-panels,,string,experimentalData
NextSeq2000,Illumina NextSeq 2000,,,,,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL30173,,string,experimentalData
NextSeq500,Illumina NextSeq 500,,,,,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL18573,,string,experimentalData
Olink Target 96,Platform used for proximity extension assays,,,,,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL27151,,string,experimentalData
orbitrap,An ion trapping device that consists of an outer barrel-like electrode and a coaxial inner spindle-like electrode that form an electrostatic field with quadro-logarithmic potential distribution. The frequency of harmonic oscillations of the orbitally trapped ions along the axis of the electrostatic field is independent of the ion velocity and is inversely proportional to the square root of m/z so that the trap can be used as a mass analyzer.,,,,,platform,,http://purl.obolibrary.org/obo/CHMO_0000968,,string,experimentalData
Orbitrap Exploris 240,Thermo Scientific Orbitrap Exploris 240 Quadrupole Orbitrap mass spectrometer,,,,,platform,,http://purl.obolibrary.org/obo/MS_1003094,,string,experimentalData
OrbiTrap Fusion,Thermo Scientific Orbitrap Fusion,,,,,platform,,http://purl.obolibrary.org/obo/MS_1002416,,string,experimentalData
Orbitrap Fusion Lumos,A tribrid mass spectrometer manufactured by ThermoFisher Scientific,,,,,platform,,http://purl.obolibrary.org/obo/MS_1002732,,string,experimentalData
PacBio Sequel II,"A DNA sequencer built upon single molecule real-time sequencing technology, optimized for generation of highly accurate long reads, and which is manufactured by the Pacific Biosciences corporation.",,,,,platform,,http://purl.obolibrary.org/obo/OBI_0002633,,string,experimentalData
PacBio Sequel IIe,Sequel IIe is the latest platform from Pacific Biosciences (PacBio) that generates high throughput and highly accurate long-read sequencing.,,,,,platform,,https://www.pacb.com/technology/hifi-sequencing/sequel-system/latest-system-release/,,string,experimentalData
PacBioRSII,PacBio RS II,,,,,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL21311,,string,experimentalData
Perlegen300Karray,Perlegen 300K array,,,,,platform,,Sage Bionetworks,,string,experimentalData
PsychChip,PsychChip,,,,,platform,,Sage Bionetworks,,string,experimentalData
Q Exactive,Thermo Scientific Q Exactive.,,,,,platform,,http://purl.obolibrary.org/obo/MS_1001911,,string,experimentalData
Q Exactive HF,Thermo Scientific Q Exactive,,,,,platform,,http://purl.obolibrary.org/obo/MS_1002523,,string,experimentalData
Q Exactive HF-X,Thermo Scientific Q Exactive HF-X,,,,,platform,,http://purl.obolibrary.org/obo/MS_1002877,,string,experimentalData
Q Exactive Plus,Thermo Scientific Q Exactive Plus,,,,,platform,,http://purl.obolibrary.org/obo/MS_1002634,,string,experimentalData
quadrupole time-of-flight,Mass spectrometry that uses a system with a quadrupole mass-to-charge analyser connected to a time-of-flight mass-to-charge analyser.,,,,,platform,,http://purl.obolibrary.org/obo/CHMO_0002719,,string,experimentalData
Roche Cobas,The cobas c 311 analyzer is a stand alone system that offers consolidated testing from a broad menu of clinical chemistry applications.,,,,,platform,,https://diagnostics.roche.com/global/en/products/instruments/cobas-c-311-ins-2043.html,,string,experimentalData
SequenomMultiplex,Sequenom Multiplex,,,,,platform,,Sage Bionetworks,,string,experimentalData
Signa Premier AIR 3T,Wide-bore 3T MRI scanner from GE Healthcare,,,,,platform,,https://www.gehealthcare.com/products/magnetic-resonance-imaging/3-0t/signa-premier,,string,experimentalData
Simoa HD-1 Analyzer,A laboratory instrument that provides full automation of single-molecular array (Simoa) technology for digital immunoassays.,,,,,platform,,https://doi.org/10.1177/2211068215589580,,string,experimentalData
time-of-flight,Instrument that separates ions by m/z in a field-free region after acceleration to a fixed acceleration energy.,,,,,platform,,http://purl.obolibrary.org/obo/MS_1000084,,string,experimentalData
triple quadrupole,"A piece of apparatus that consists of an ion source, a mass-to-charge analyser, a detector and a vacuum system and is used to measure mass spectra. The detector is a linear sequence of three quadrupole mass-to-charge analysers, which hold the ions in a stable orbit by an electric field generated by four parallel electrodes.",,,,,platform,,https://support.illumina.com/downloads/infinium-omni25exome-8-v1-3-product-files.html,,string,experimentalData
Xevo G2 QTOF,Waters oa-ToF based Xevo G2 Q-Tof,,,,,platform,,https://www.waters.com/waters/en_US/Xevo-G2-XS-QTof-Quadrupole-Time-of-Flight-Mass-Spectrometer/nav.htm?locale=en_US&cid=134798222,,string,experimentalData
Xevo TQ-S,Waters quadrupole based Xevo TQ-S. [database_cross_reference: PSI:MS],,,,,platform,,http://purl.obolibrary.org/obo/MS_1001792,,string,experimentalData
American Indian or Alaska Native,"A person having origins in any of the original peoples of North and South America (including Central America), and who maintains tribal affiliation or community attachment",,,,,race,,https://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI%20Thesaurus&code=C41259,,string,demographics
Asian,"A person having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian subcontinent, including for example, Cambodia, China, India, Japan, Korea, Malaysia, Pakistan, the Philippine Islands, Thailand, and Vietnam",,,,,race,,https://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI%20Thesaurus&code=C41260,,string,demographics
Black or African American,A person having origins in any of the Black racial groups of Africa. Terms such as 'Haitian' or 'Negro' can be used in addition to 'Black or African American',,,,,race,,https://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI%20Thesaurus&code=C16352,,string,demographics
Native Hawaiian or Other Pacific Islander,"A person having origins in any of the original peoples of Hawaii, Guam, Samoa, or other Pacific Islands",,,,,race,,https://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI%20Thesaurus&code=C41219,,string,demographics
White,"A person having origins in any of the original peoples of Europe, the Middle East, or North Africa",,,,,race,,https://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI%20Thesaurus&code=C41261,,string,demographics
forward,Read 1 (or unpaired read) comes from the forward strand and read 2 (if applicable) comes from the reverse strand; equivalent to Tophat 'fr-secondstrand' type,,,,,readStrandOrigin,,Sage Bionetworks,,string,sequencing
reverse,read 1 (or unpaired read) comes from the reverse strand and read 2 (if applicable) comes from the forward strand; equivalent to Tophat 'fr-firststrand' type,,,,,readStrandOrigin,,Sage Bionetworks,,string,sequencing
High Likelihood,High Likelihood,,,,,REAG,,ADSP,,string,clinical
Intermediate Likelihood,Intermediate Likelihood,,,,,REAG,,ADSP,,string,clinical
Low Likelihood,Low Likelihood,,,,,REAG,,ADSP,,string,clinical
missing or unknown,NIA-REAGEN criteria is missing or unknown,,,,,REAG,,CLEAR-AD,,string,clinical
No AD,No AD,,,,,REAG,,ADSP,,string,clinical
Other or Does not fulfill NIA-REAGEN criteria,Other or Does not fulfill NIA-REAGEN criteria,,,,,REAG,,ADSP,,string,clinical
1000 Genomes phase 3,ISGR 1000 Genomes Project Phase 3,,,,,referenceSet,,https://genome.sph.umich.edu/wiki/Minimac4#Reference_Panels_for_Download,,string,analysis
dmel_r6.06,"BDGP Release 6 of the D. melanogaster genome assembly, annotation set .06",,,,,referenceSet,,http://ftp.flybase.net/releases/FB2015_03/dmel_r6.06/,,string,analysis
GRCh37,Genome Reference Consortium Human Build 37,,,,,referenceSet,,https://www.ncbi.nlm.nih.gov/assembly/GCF_000001405.13/,,string,analysis
GRCh38,Genome Reference Consortium Human Build 38,,,,,referenceSet,,https://www.ncbi.nlm.nih.gov/assembly/GCF_000001405.26,,string,analysis
GRCm38,Genome Reference Consortium Mouse Build 38,,,,,referenceSet,,https://www.ncbi.nlm.nih.gov/assembly/GCF_000001635.20/,,string,analysis
HRC,Human haplotype reference panel,,,,,referenceSet,,http://www.haplotype-reference-consortium.org,,string,analysis
MMUL1.0,Ensembl preliminary assembly Macaca mulatta,,,,,referenceSet,,https://jul2016.archive.ensembl.org/Macaca_mulatta/Info/Index,,string,analysis
CytoTune iPS 2.0 Sendai Reprogramming Kit,Integration-free reprogramming of somatic cells into induced pluripotent stem cells manufactured by ThermoFisher Scientific.,,,,,reprogrammingMethod,,https://tools.thermofisher.com/content/sfs/manuals/cytotune_ips_2_0_sendai_reprog_kit_man.pdf,,string,biospecimen
episomal vectors,Non-integrative episomal vector methods used to reprogram somatic cells into induced pluripotent stem cells.,,,,,reprogrammingMethod,,https://doi.org/10.1177/0963689719886534,,string,biospecimen
Sendai virus,A pluripotency induction technique that employs Sendai virus vectors to force expression of a combination of genes sufficient to induce pluripotency without integration or alteration of the cellular genome.,,,,,reprogrammingMethod,,http://purl.obolibrary.org/obo/ERO_0002163,,string,biospecimen
analysis,"Any file derived from analysis such that the analysis annotations might apply, possibly disease-related",,analysisType,,,resourceType,,Sage Bionetworks,,string,ADKP
curatedData,"Any file derived from or pertaining a manually or programatically curated data resource. Examples include: reference sequences, drug information databases, identifier maps",,,,,resourceType,,Sage Bionetworks,,string,ADKP
experimentalData,"Any file derived from or pertaining to a scientific experiment. experimentalData annotations should be applied, possibly disease-related",,"dataType, dataSubtype, assay, species",,,resourceType,,Sage Bionetworks,,string,ADKP
metadata,"Any file that contains information about how data was collected, generated, or processed; information that describes another set of data.",,metadataType,,,resourceType,,http://purl.obolibrary.org/obo/NCIT_C52095,,string,ADKP
report,"a document assembled by an author for the purpose of providing information for the audience. A report is the output of a documenting process and has the objective to be consumed by a specific audience. Topic of the report is on something that has completed. A report is not a single figure. Examples of reports are journal article, patent application, grant progress report, case report (not patient record).",,,,,resourceType,,http://purl.obolibrary.org/obo/IAO_0000088,,string,ADKP
tool,"Any file or link that represents a tool, model, or algorithm; the tool annotations could be applied",,,,,resourceType,,Sage Bionetworks,,string,ADKP
4% standard,Standard chow with 4% fat,,,,,rodentDiet,,https://www.labdiet.com,,string,mouse
45% high-fat diet,Standard chow with 45% fat,,,,,rodentDiet,,https://www.labdiet.com,,string,mouse
5W80 western diet,Chow with high fat and fructose content,,,,,rodentDiet,,https://www.labdiet.com,,string,mouse
6% standard,Standard chow with 6% fat,,,,,rodentDiet,,https://www.labdiet.com,,string,mouse
7% standard,Standard chow with 7% fat,,,,,rodentDiet,,https://www.labdiet.com,,string,mouse
pairedEnd,A library preparation that results in the creation of a library of the 5' and 3' ends of DNA or cDNA fragments using adaptors and endonucleases. The preparation may or may not include cloning process.,,,,,runType,,http://purl.obolibrary.org/obo/OBI_0001852,,string,sequencing
singleEnd,A library preparation that results in the creation of a library of 5' ends of DNA.,,,,,runType,,Sage Bionetworks,,string,sequencing
formalin-fixed,Sample was formalin-fixed,,,,,sampleStatus,,https://ncim.nci.nih.gov/ncimbrowser/ConceptReport.jsp?dictionary=NCI%20Metathesaurus&code=CL365916,,string,biospecimen
fresh,Sample was fresh,,,,,sampleStatus,,https://ncim.nci.nih.gov/ncimbrowser/ConceptReport.jsp?dictionary=NCI%20Metathesaurus&code=C2827486,,string,biospecimen
frozen,Sample was frozen,,,,,sampleStatus,,https://ncim.nci.nih.gov/ncimbrowser/ConceptReport.jsp?dictionary=NCI%20Metathesaurus&code=C1548793,,string,biospecimen
paxgene,Sample was PAXgene fixed,,,,,sampleStatus,,http://www.ontobee.org/ontology/OBIB?iri=http://purl.obolibrary.org/obo/OBIB_0000212,,string,biospecimen
days,"Age measured in days, a period of 24 hours.",,,,,samplingAgeUnits,,http://purl.obolibrary.org/obo/NCIT_C25301,,string,biospecimen
gestational weeks,"Gestational age (written with both weeks and days, e.g. 39 weeks and 0 days) is calculated using the best obstetrical estimated due date (EDD) based on the following formula: Gestational Age = (280 - (EDD - Reference Date))/ 7. Note: Reference Date is the date on which you are trying to determine gestational age.",,,,,samplingAgeUnits,,http://purl.obolibrary.org/obo/NCIT_C81253,,string,biospecimen
months,Age measured in calendar months (approximately 30 days or 4 weeks).,,,,,samplingAgeUnits,,http://purl.obolibrary.org/obo/NCIT_C29846,,string,biospecimen
PCW,Post-Conception Weeks,,,,,samplingAgeUnits,,https://embryology.med.unsw.edu.au/embryology/index.php/Timeline_human_development,,string,biospecimen
weeks,"Age measured in weeks, a period of 7 consecutive days.",,,,,samplingAgeUnits,,http://purl.obolibrary.org/obo/NCIT_C29844,,string,biospecimen
years,Age measured in years (approximately 365 days).,,,,,samplingAgeUnits,,http://purl.obolibrary.org/obo/NCIT_C29848,,string,biospecimen
female,,,,,,sex,,,,string,demographics
male,,,,,,sex,,,,string,demographics
missing or unknown,,,,,,sex,,,,string,demographics
astrocytes,"Astrocytes (from 'star' cells) are irregularly shaped with many long processes, including those with end-feet which form the glial (limiting) membrane and directly and indirectly contribute to the blood-brain barrier.",,,,,sourceCell,,https://www.ebi.ac.uk/ols/ontologies/cl/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCL_0000127,,string,biospecimen
B-lymphocytes,A lymphocyte of B lineage with the phenotype CD19-positive and surface immunoglobulin-positive.,,,,,sourceCell,,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCL_0000236,,string,biospecimen
cord blood stem cells,Blood from the placenta and umbilical cord that are left over after birth is one source of adult stem cells.,,,,,sourceCell,,http://purl.obolibrary.org/obo/BTO_0002667,,string,biospecimen
embryonic stem cells,Embryonic stem (ES) cells are cells derived from the inner cell mass of the early embryo that can be propagated indefinitely in the primitive undifferentiated state while remaining pluripotent.,,,,,sourceCell,,http://purl.obolibrary.org/obo/NCIT_C12935,,string,biospecimen
fibroblast,A connective tissue cell which secretes an extracellular matrix rich in collagen and other macromolecules. Flattened and irregular in outline with branching processes; appear fusiform or spindle-shaped.,,,,,sourceCell,,https://www.ebi.ac.uk/ols/ontologies/cl/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCL_0000057,,string,biospecimen
iPSC,Induced pluripotent stem cells (iPS cells or iPSCs) are a type of pluripotent stem cell artificially derived from a non-pluripotent cell.,,,,,sourceCell,,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0004905,,string,biospecimen
lymphoblast,"Often referred to as a blast cell. Unlike other usages of the suffix -blast a lymphoblast is a further differentiation of a lymphocyte, T- or B-, occasioned by an antigenic stimulus. The lymphoblast usually develops by enlargement of a lymphocyte, active re-entry to the S phase of the cell cycle, mitogenesis and production of much m-RNA and ribosomes.",,,,,sourceCell,,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0000772,,string,biospecimen
peripheral blood mononuclear cell,A leukocyte with a single non-segmented nucleus in the mature form found in the circulatory pool of blood,,,,,sourceCell,,http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_2000001,,string,biospecimen
Drosophila melanogaster,Drosophila melanogaster with taxonomy ID: 7227 and Genbank common name: fruit fly,,,,,species,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=7227&lvl=3&p=has_linkout&p=blast_url&p=genome_blast&p=mapview&lin=f&keep=1&srchmode=1&unlock,,string,individual
Gallus gallus,"The common domestic fowl, Chicken.",,,,,species,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9031,,string,individual
Human,Homo sapiens with taxonomy ID: 9606 and Genbank common name: human,,,,,species,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9606&lvl=3&lin=f&keep=1&srchmode=1&unlock,,string,individual
Mouse,Mus musculus with taxonomy ID: 10090 and Genbank common name: house mouse,,,,,species,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=10090&lvl=3&lin=f&keep=1&srchmode=1&unlock,,string,individual
Pan troglodytes,Pan troglodytes with taxonomy ID: 9598 and Genbank common name: chimpanzee,,,,,species,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9598&lvl=3&lin=f&keep=1&srchmode=1&unlock,,string,individual
Rat,Rattus with taxonomy ID: 10114 and inherited blast name: rodents,,,,,species,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=10114&lvl=3&lin=f&keep=1&srchmode=1&unlock,,string,individual
Rhesus macaque,Macaca mulatta with taxonomy ID: 9544 and Genbank common name: Rhesus monkey,,,,,species,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9544&lvl=3&p=has_linkout&p=blast_url&p=genome_blast&p=mapview&lin=f&keep=1&srchmode=1&unlock,,string,individual
Sus scrofa,Sus scrofa with taxonomy ID: 9823 and Genbank common name: pig,,,,,species,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9823,,string,individual
3Dchromatin,The neuronal and glial 3D chromatin architecture study,,,,,study,,https://www.synapse.org/#!Synapse:syn21754060,,string,ADKP
ABC-DS,The Alzheimer's Biomarkers Consortium - Down Syndrome (ABC-DS) Study,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn38190930,,string,ADKP
Abeta_microglia,The differential transcriptomic responses of microglia to Ab peptide aggregates (Abeta_microglia) study,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn24828089,,string,ADKP
ACOM,The apoE effects in iPSC-derived Alzheimer's disease cerebral organoid model study,,,,,study,,https://www.synapse.org/#!Synapse:syn21680862,,string,ADKP
ACT,Adult Changes in Thought,,,,,study,,hhttps://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn5759376,,string,ADKP
AD-BXD,The AD-BXD study,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn17016211,,string,ADKP
AD_ADRD_Exposome,The Exposome-wide association study of AD/ADRD across the UK Biobank and Framingham Heart Study cohorts (AD_ADRD_Exposome),,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn26438246,,string,ADKP
ADAMTS7,The Characterization of gene associations with aging-related traits with a genetically-predicted transcriptome-wide association study (TWAS),,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn26969078,,string,ADKP
ADAtlas_Archive,The Integrated Molecular Atlas of Alzheimer's Disease Archive (ADAtlas_Archive),,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn38188085,,string,ADKP
ADMC_ADNI1,Metabolomics and lipidomics of the AD metabolome as well as imaging from ADNI,,,,,study,,https://www.synapse.org/#!Synapse:syn5592519,,string,ADKP
ADMC_ADNI2-GO,"Clinical, imaging, genetic, and biochemical biomarker characteristics of the entire spectrum of Alzheimer's disease (AD)",,,,,study,,https://www.synapse.org/#!Synapse:syn9705278,,string,ADKP
ADMC_ADNI_BakerLipidomics,The Alzheimer's Disease Metabolomics Consortium Alzheimer's Disease Neuroimaging Initiative Baker Heart Targeted Lipidomics (ADMC_ADNI_BakerLipidomics) Study,,,,,study,,https://www.synapse.org/#!Synapse:syn24989039,,string,ADKP
ADMC_ADNI_Biocrates_MxP_Q500, The Alzheimer's Disease Metabolomics Consortium Longitudinal Alzheimer’s Disease Neuroimaging Initiative Q500 Biocrates Metabolites (ADMCLongitudinalADNIQ500Biocrates) Study,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn52047688,,string,ADKP
ADMC_ADNI_NightingaleNMR,The Alzheimer's Disease Metabolomics Consortium Alzheimer's Disease Neuroimaging Initiative Nightingale NMR (ADMC_ADNI_NightingaleNMR) Study,,,,,study,,https://www.synapse.org/#!Synapse:syn23557831,,string,ADKP
ADMC_ADNI_UHawaiiGutMetabolites,The Alzheimer's Disease Metabolomics Consortium Alzheimer's Disease Neuroimaging Initiative University of Hawaii Gut Metabolites (ADMC_ADNI_UHawaiiGutMetabolites) Study,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn31513378,,string,ADKP
ADMC_UPenn,Metabolomics on AD,,,,,study,,https://www.synapse.org/#!Synapse:syn9705311,,string,ADKP
Aging-PheWAS,Characterization of gene associations with aging-related traits with a genetically-predicted transcriptome-wide association study (TWAS),,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn26720399,,string,ADKP
AGMP_ANIMAL_MODELS,The Mechanistic Studies in Animal Models Study,,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn63660568,,string,ADKP
AGMP_TULSA_1000_LIBR,A naturalistic study protocol for multilevel assessment and outcome prediction in a large psychiatric sample (AGMP_TULSA_1000_LIBR),,,,,study,,https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn53239117,,string,ADKP
